song_id,name,duration,album_id,country_chart,chart_rank
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,182160,5658aM19fA3JVwTK6eQX70,Hong Kong,39
4saklk6nie3yiGePpBwUoc,Dynamite,199053,2qehskW9lYGWfYb0xPZkrS,Hong Kong,40
5nCwjUUsmBuNZKn9Xu10Os,Celebrity,195546,01dPJcwyht77brL4JQiR8R,Hong Kong,41
0O7O4sssbFxoNoB4QRGra1,飞鸟和蝉,296006,4LGp83hqpcHOAk50c7IQeK,Hong Kong,42
4t53NE3uBLkTwW9rUgiHC8,呼吸有害,192196,3He2V83TzOwwyrdCJTeJeR,Hong Kong,43
1qc9E4zCJ5utXDQVIAZlkm,東京人壽,257099,0w2tKyjNG1x1wgYyAnlTbG,Hong Kong,44
5x9Clj56YLmklm3Zikx2iF,我在流浮山滴眼水.jpg,255805,4O5Xl1fqOvpIfahlYWWndA,Hong Kong,45
69zgyr5HVKdInjeKpq1qHa,"想見你想見你想見你(電視劇""想見你""片尾曲)",239794,44M14sRDzNZBtfaSH9Au3i,Hong Kong,46
53HxUdYRCRMdzYPG0qhGUP,假使世界原來不像你預期,267530,1uIlhInRyOcam9TjlEiGP8,Hong Kong,47
6MCjmGYlw6mQVWRFVgBRvB,夜に駆ける,258838,1xhO0GSoezdPJcSuNe1ySv,Hong Kong,48
4SFknyjLcyTLJFPKD2m96o,How You Like That,182956,71O60S5gIJSIAhdnrDIh3N,Hong Kong,49
2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),277591,4hDok0OAJd57SGIT8xuWJH,Hong Kong,50
7dH0dpi751EoguDDg3xx6J,ドライフラワー,285586,69BzgmDXpLIPQI4tUGuLZM,Japan,1
4saklk6nie3yiGePpBwUoc,Dynamite,199053,2qehskW9lYGWfYb0xPZkrS,Japan,2
6MCjmGYlw6mQVWRFVgBRvB,夜に駆ける,258838,1xhO0GSoezdPJcSuNe1ySv,Japan,3
0XZyF9lv6diMt4bxThOL0h,勿忘,251533,4TapnJaH5MhqK5Jn7jt3eS,Japan,4
06XQvnJb53SUYmlWIhUXUi,怪物,206000,41HUxKwnbrg8IdelmMibj9,Japan,5
1zd35Y44Blc1CwwVbW3Qnk,群青,248026,1xhO0GSoezdPJcSuNe1ySv,Japan,6
0iEzzJ3zmNQqATy2MilumS,Take a picture,181346,3kBl936FCNH8BLtpl21kWg,Japan,7
3UHPGOkUcE4hE7sqBF4Snt,Film out,214620,2jae5Jx8Yh1WjP1K4wTFUa,Japan,8
6EzZn96uOc9JsVGNRpx06n,うっせぇわ,204920,5msh7Lspyh1jGbDM2BxwAy,Japan,9
5RhWszHMSKzb7KiXk4Ae0M,One Last Kiss,252026,3YXibprimHgDGwv8iPPT6S,Japan,10
0cSkn2l67csUljEy0EEBPn,炎,275000,1KmL1EZ0Pg9Vj3rPYMDqHY,Japan,11
08YwAPnX8sygJUXG9rvhDv,ハルジオン,198600,1xhO0GSoezdPJcSuNe1ySv,Japan,12
6y4GYuZszeXNOXuBFsJlos,Kaikai Kitan,221426,6BZjN6j79mjz7PJfGmvCR1,Japan,13
0jfFu1W96AlrsMqXSZZlSt,Poppin' Shakin',192754,3yTEI6nQJTTHPVlFauTCsv,Japan,14
465JzFiajJO59sUrDFsxdC,アンコール,271440,1xhO0GSoezdPJcSuNe1ySv,Japan,15
7AIj86wFWqm7X1TZ2hzHwS,虹,258733,0hE2gFx2Dv7DEm9kepaFFi,Japan,16
1LnJVIG1BaHTRznuOgR0yc,Make you happy,184520,1wIIu2i7A56TlMD99CVNQD,Japan,17
7DyS11kB1YNrfDzQqtjmTh,"Stand by me, Stand by you.",193012,6CK4JBvVs10dL8xn2nNZwe,Japan,18
3EYWY7XBj1BkCKX3R3hoZk,Bluma to Lunch,159040,6aGYVnuwrIJY0Vy09s9CV6,Japan,19
5D9MPWdY2hjSeTIGE5n5kv,ハルカ,243613,1xhO0GSoezdPJcSuNe1ySv,Japan,20
2Gmyw5Vg2X5YW2lM3OC7nD,春を告げる,196497,1B4Ka4FOargLNxmbNch7xv,Japan,21
1iEsGutpDvMJG0zYqoKKmQ,桜が降る夜は,269859,1SKFic1b0W6lWuXBVzupOF,Japan,22
37IPQgBkvbmH9JR5mlY6a8,魔法の絨毯,212018,0BrbcPIApLwQQqJkizPbrs,Japan,23
5DgAgJbHcm74RyA9YKj6k1,Step and a step,201720,1XnvWmRl5YIp6u4k8rvIwN,Japan,24
4Jv7U0JJpbQnOrjtDwDZTZ,裸の心,296653,4UcEHspatQwGvtfR6AVwZl,Japan,25
5Ym4egUmT9wHEvZM2anGG8,napori,203787,6v1LcUpY4GNjQ1pQ4SJCDY,Japan,26
0JTjZnuciQH4M3620aMDtZ,かくれんぼ,271093,6cpzSon38ekIuocueyQTCe,Japan,27
7D7GCO3CtDT1WDcj2W5VDV,ギラギラ,276213,6PWrAq4x3xn2Y2HahVhiQF,Japan,28
398dL22bDbKbAmiOnPaq7o,たぶん,256773,1xhO0GSoezdPJcSuNe1ySv,Japan,29
25BJRpLBe3i6d8okphoRAm,猫 〜THE FIRST TAKE ver.〜,273893,6o7g2IZKcH3c6yGHQA8hvc,Japan,30
6sIx7Cn37DGEhjy9hBP8Gx,猫,276040,0jf58OGRFXs8NG5hcUCJb0,Japan,31
15HNdxGKNCIO9pgaY4n7FU,Pretender,326842,17gzvH2FPpVhpuqalLFi9j,Japan,32
172fMG26G2OoEzzg0wn26r,白日,276373,1IYJeRjWNruxAKls5cBtqm,Japan,33
18nkY3pJTub8WwEGiQAGh4,不可幸力,200243,6v1LcUpY4GNjQ1pQ4SJCDY,Japan,34
278JqkBGkjDovOYAwE8TW7,115万キロのフィルム,324633,0Iz8ByVqKvdlyl77DV3y3p,Japan,35
7tGDXCPLpAScEwmqab9YZd,Walking with you,223186,34T4K8s8PzTNOZ1vuBILYr,Japan,36
6H0PLsSYMzDOqhLgyOlzIj,感電,264533,052EiTRYh35MuDVJN9Emdh,Japan,37
4pRqq3MwcqitKqNO8rOrOb,I Love...,282026,7EKSlfTmzRj012jKIstn7L,Japan,38
0qMip0B2D4ePEjBJvAtYre,紅蓮華,237586,6qi56zXbhq7PU5lvzWNXIO,Japan,39
6uUtmCz8XXep7n1QmC1jJG,snow jam,185378,3jtrdWKt4Uo5iUU6VCc0do,Japan,40
1sIIlVrnPhrvmTrHtzM7tV,点描の唄,307066,5enxwo7c4D5mhXp5f56OLy,Japan,41
6c5k0VC9TBzlcKwtjpzFW2,silent,308921,1zL4fVzGjGVuX6tMCUXUyg,Japan,42
2FHexlZenTsS3lsjUYHiDx,正しくなれない,240066,47anQ0XC69gwTModnqWQsr,Japan,43
3wJHCry960drNlAUGrJLmz,ただ君に晴れ,198971,4jEsFbcpgjHiu0rsTdlaOy,Japan,44
3Ys2PYl1wyPKQIwyqhP9cQ,Stay Gold,243266,1nScVw87kRJiT2bg2Kswhp,Japan,45
2cKiHG16JBiqHdi7Llq0r7,マリーゴールド,306626,7fIqmc4GIaueaiAoDifAaA,Japan,46
2SihT7AVMiI2VtaAyVIcnO,恋人ごっこ,200219,5kArccOTc9R98l8GF1D0bF,Japan,47
249gnXrbfmV8NG6jTEMSwD,Life Goes On,207481,2qehskW9lYGWfYb0xPZkrS,Japan,48
786dSB84yrSaICJwCT7VxP,香水,255226,4Ixr6M2KwqrH5GGQMRFgkI,Japan,49
2vOAHp8PBBFYqvQUWSoITY,インフェルノ,211600,3bRSI9DOQA2KdJ7t6zdW0V,Japan,50
7Bk0uXKk1uPT0XuQbpFzvs,Fiel,261665,7g5WqPI4CdA22Cy8LxRXCf,Mexico,1
6tDDoYIxWvMLTdKpjFkc1B,telepatía,160191,00wSTrFxoSzA7eeS1UxHgd,Mexico,2
4MzXwWMhyBbmu6hOcLVD49,DÁKITI,205090,2d9BCZeAAhiZWPpbX9aPCW,Mexico,3
1xK1Gg9SxG8fy2Ya373oqb,Bandido,232853,5sIyJyOgwEIOgBhLxIGG3t,Mexico,4
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,203200,2d9BCZeAAhiZWPpbX9aPCW,Mexico,5
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),198081,5dGWwsZ9iB2Xc3UKR0gif2,Mexico,6
1WvrDdouh6C51In1SdATbq,BICHOTA,178693,5CS8E6JVACItYto4OOJoPW,Mexico,7
5QO79kh1waicV47BqGRL3g,Save Your Tears,215626,4yP0hdKOZPNshxUOjY0cZj,Mexico,8
2TksvaRivgAEj780DgRB73,911,215891,4G5Vks8Uru6hWVdZba0fP1,Mexico,9
079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),186087,2jGa3OwXatFYQAIS7OV7k9,Mexico,10
1yoMvmasuxZfqHEipJhRbp,Hawái,199112,0p2yf6DucEgvj8Uk8KXJJv,Mexico,11
4loQgPwJHocL3dFwLfjb1J,Reloj,231594,3fq06DDIkadDRB9RuBb22v,Mexico,12
2dNhNlpZAtV4lwAFW45LIv,Am,182496,3dGUvydBX9qhg2YBMsVope,Mexico,13
7D93pJcwymzaZx8WgBo2zG,Algo Mágico,261603,3fq06DDIkadDRB9RuBb22v,Mexico,14
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),137875,2Hjcfw8zHN4dJDZJGOzLd6,Mexico,15
5YYW3yRktprLRr47WK219Y,Ella No Es Tuya - Remix,218106,5Jk2ROWL8a4RxmFNiT8pvA,Mexico,16
3VvA1wSxukMLsvXoXtlwWx,Hecha Pa' Mi,186133,1dzGsItgF4Gp1G4TNsdoXU,Mexico,17
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),203064,5lKlFlReHOLShQKyRv6AL9,Mexico,18
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,200040,4yP0hdKOZPNshxUOjY0cZj,Mexico,19
6RV9pRLIQiXm3qTGeyQluf,Machu Picchu,179004,1PuH88Md0tzB8UrnBfboJA,Mexico,20
2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,209160,5CS8E6JVACItYto4OOJoPW,Mexico,21
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,242096,7dfPqXck6BB9wpThrVYBss,Mexico,22
478g4LSkyMB1PMkVOVmIaE,LOCATION,263013,5CS8E6JVACItYto4OOJoPW,Mexico,23
5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,130013,2d9BCZeAAhiZWPpbX9aPCW,Mexico,24
4PEfJZpVjdclfzZ9XO8uDw,Hasta Abajo,229826,0UEG3km1FB7nGZHwiSun8x,Mexico,25
00szcRmgqJGtqrfIUYkM1h,Más De La Una,236731,4ARUAVQnIDB02yVO8uvaJE,Mexico,26
2bgcUk2A3jjKbCJ7KPquTi,Mi Niña,213313,5F7rUv9XZPAnNfeKCYkqZS,Mexico,27
7E9GeFGfjXw9LAI4ay6rsw,El Tóxico,179745,0FbcuKOFPTtZgqAucm31iG,Mexico,28
16ONd70tvWAaLIc6hcLzaG,Aquí Abajo,143933,6JsZWQ0iaOn0GbirYWqwCi,Mexico,29
35UUpTmrcFXNIVIN26ujXl,Relación - Remix,247308,2O985DZAb4i6M6iu4HWqSX,Mexico,30
21N4Buj4xsyLb218lYle61,Chica Ideal,183240,7aS92ROK5rixV65VSRGPct,Mexico,31
4nbWX2HzrOEnX4xxvYRCyU,Cabrón y Vago - En Vivo,142064,7rJgUM53wtu1WnwcAMaEgg,Mexico,32
4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),248345,0p2yf6DucEgvj8Uk8KXJJv,Mexico,33
4nTduFjaTmGysc9WKNuCcs,Vida de Rico,184721,1PuH88Md0tzB8UrnBfboJA,Mexico,34
2zY1iTaEgs8ROkkWtWLe7l,Ropa Cara,162229,1PuH88Md0tzB8UrnBfboJA,Mexico,35
1s59X35jDULAyOGmBuTAnd,Yo Ya No Vuelvo Contigo - En Vivo,240456,78OOLWnOyjDZRqxZXlfNk9,Mexico,36
5VzNsUnLmYcRfRfxpQsusa,La Nota,216107,2yYl7Q3GOoBjznGy0Rsc2f,Mexico,37
2vBET2pmrQqafaS6zIaYta,GIRL LIKE ME,220659,2eORe6u9TPXYisYshyXVeH,Mexico,38
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,219048,5sEpXan86hEcM8eZSAoWhw,Mexico,39
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,242573,6ylFfzx32ICw4L1A7YWNLN,Mexico,40
0vtYnEw1eJwW26BrBnOAYJ,La Casita,217600,4j7afzzctfV0UPUrJKWCQk,Mexico,41
6f3Slt0GbA2bPZlz0aIFXN,The Business,164000,2adSO4KU3FDjeM1PXCRDZm,Mexico,42
7lPN2DXiMsVn7XUKtOW1CS,drivers license,242013,66FPnVL9G4CMKy3wvaGTcr,Mexico,43
15OjBeqNX3bShsGYQbteRv,La Tóxica,180520,1R0ocprmeDu8ZkZn29xYFx,Mexico,44
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,183290,7fJJK56U9fHixgO0HQkhtI,Mexico,45
4jcxBTrNvyqMJdMDyyjdYV,Dime Cómo Quieres,171360,1OlyomFZOv4Lx22rs4lBMw,Mexico,46
11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),155825,4XiHCUNnGgnnN5xkGue4RF,Mexico,47
0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),232253,6aqSlutLYNpzSsK4dV5jTr,Mexico,48
3Zf4GutWZ7Hv3wsVQsSQPs,BEBÉ,197284,1PuH88Md0tzB8UrnBfboJA,Mexico,49
3VT8hOC5vuDXBsHrR53WFh,Astronaut In The Ocean,132780,57UjGWNfxfsBCykDm73XBK,Mexico,50
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),198081,5dGWwsZ9iB2Xc3UKR0gif2,Singapore,1
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,242096,7dfPqXck6BB9wpThrVYBss,Singapore,2
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,198370,1zHR48K6XtWYm6bhrw4J6C,Singapore,3
61KpQadow081I2AsbeLcsb,deja vu,215507,3lwHyR4joA1xB7Nun21EP6,Singapore,4
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),137875,2Hjcfw8zHN4dJDZJGOzLd6,Singapore,5
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),208866,1OnzqJTL9bwe4kvaLxRYxt,Singapore,6
7lPN2DXiMsVn7XUKtOW1CS,drivers license,242013,66FPnVL9G4CMKy3wvaGTcr,Singapore,7
2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,168085,5BQcoDfcZ8aBcikYX9B7Ob,Singapore,8
2MJz8BxxMsERULatmBikDH,At My Worst,170344,74UvOvL6L4tZbYFtY759ZG,Singapore,9
1nahzW3kfMuwReTka28tH5,Hold On,170813,5dGWwsZ9iB2Xc3UKR0gif2,Singapore,10
3VT8hOC5vuDXBsHrR53WFh,Astronaut In The Ocean,132780,57UjGWNfxfsBCykDm73XBK,Singapore,11
5QO79kh1waicV47BqGRL3g,Save Your Tears,215626,4yP0hdKOZPNshxUOjY0cZj,Singapore,12
6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),227395,4jGaPN2gEpKciN02ZKRShT,Singapore,13
1J14CdDAvBTE1AJYUOwl6C,Arcade,185146,4fEgAL4ge9hHhxVDCUZbeF,Singapore,14
2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),277591,4hDok0OAJd57SGIT8xuWJH,Singapore,15
2dHoVW9AxJVSRebPRyV2aA,Gone,207163,5BQcoDfcZ8aBcikYX9B7Ob,Singapore,16
1aEsTgCsv8nOjEgyEoRCpS,this is how you fall in love,174586,0A9eIFTz09ciHqCHJNYyf2,Singapore,17
0O7O4sssbFxoNoB4QRGra1,飞鸟和蝉,296006,4LGp83hqpcHOAk50c7IQeK,Singapore,18
5xrtzzzikpG3BLbo4q1Yul,LILAC,214253,01dPJcwyht77brL4JQiR8R,Singapore,19
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,182160,5658aM19fA3JVwTK6eQX70,Singapore,20
3OC84eKMxRJ4x0Hcwl9i4i,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,320165,5RG4bEVKGMdLaEIv1dofR2,Singapore,21
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),203064,5lKlFlReHOLShQKyRv6AL9,Singapore,22
7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,176971,4sFNNIc9t1SS1FnuVKXR3J,Singapore,23
2WnAKZefdRHxtBEkRjFOHC,Anyone,190779,5dGWwsZ9iB2Xc3UKR0gif2,Singapore,24
6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),235766,4hDok0OAJd57SGIT8xuWJH,Singapore,25
3UHPGOkUcE4hE7sqBF4Snt,Film out,214620,2jae5Jx8Yh1WjP1K4wTFUa,Singapore,26
5cU1O9P0EDA0rPkPDykhIm,怎麼了,321040,2lrmHLTedOpdP6TaZDZ77F,Singapore,27
4saklk6nie3yiGePpBwUoc,Dynamite,199053,2qehskW9lYGWfYb0xPZkrS,Singapore,28
6tDDoYIxWvMLTdKpjFkc1B,telepatía,160191,00wSTrFxoSzA7eeS1UxHgd,Singapore,29
5nCwjUUsmBuNZKn9Xu10Os,Celebrity,195546,01dPJcwyht77brL4JQiR8R,Singapore,30
69zgyr5HVKdInjeKpq1qHa,"想見你想見你想見你(電視劇""想見你""片尾曲)",239794,44M14sRDzNZBtfaSH9Au3i,Singapore,31
2b8fOow8UzyDFAE27YhOZM,Memories,189486,3nR9B40hYLKLcR0Eph3Goc,Singapore,32
6vFsBXYczYsP0H3lgunZOm,Cloud 9,147350,6QZyKchQivUBTSMcoBmlPa,Singapore,33
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,217866,1uyf3l2d4XYwiEqAb7t7fX,Singapore,34
3t8M86tiO0aKMMTXzRrFn8,嚣张,253994,7HBIfL5J50gkUIjSWMRWqw,Singapore,35
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,215106,2wiPF3m0ylst0JSk1IvZL8,Singapore,36
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),174406,5dGWwsZ9iB2Xc3UKR0gif2,Singapore,37
45bE4HXI0AwGZXfZtMp8JR,you broke me first,169265,1RWiRfdNZKDe8VXzzf2VEc,Singapore,38
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,161384,3YjfdLdpQcVI72uKhooZst,Singapore,39
56wVfJKtnwlSZtC4NVgIrf,說好不哭,222333,1aNkIWX1Uz0mSUK3OAFygO,Singapore,40
4xqrdfXkTW4T0RauPLv3WA,Heather,198040,2CMlkzFI2oDAy5MbyV7OV5,Singapore,41
1M4OcYkxAtu3ErzSgDEfoi,Up,156944,0Fe4Uj7GkgA1uDGGk8s92C,Singapore,42
35mvY5S1H3J2QZyna3TFe0,positions,172324,3euz4vS7ezKGnNSwgyvKcd,Singapore,43
4yyX2Iu4xJjW9xMvBZKSBi,Met Him Last Night (feat. Ariana Grande),204631,3XsdVkuj3zMVHPRvodOgeE,Singapore,44
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,200040,4yP0hdKOZPNshxUOjY0cZj,Singapore,45
2gug6MRv4xQFYi9LA3PJCS,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",287306,4qDKkkL98yqdv85xqYfyUc,Singapore,46
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),231124,4hDok0OAJd57SGIT8xuWJH,Singapore,47
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,211466,7oiJYvEJHsmYtrgviAVIBD,Singapore,48
74nVCj4vMVemLIs71vXcnP,白月光与朱砂痣,204215,22QqokF4etKGtDv3BrNvXK,Singapore,49
43PGPuHIlVOc04jrZVh9L6,RAPSTAR,165925,0SVzFcpsByITKgURaxXdsV,Singapore,50
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),198081,5dGWwsZ9iB2Xc3UKR0gif2,Korea,1
5xrtzzzikpG3BLbo4q1Yul,LILAC,214253,01dPJcwyht77brL4JQiR8R,Korea,2
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),208866,1OnzqJTL9bwe4kvaLxRYxt,Korea,3
2VJOpzv5sBpstCX9venJr5,Rollin',197693,0mOAG4DOqKvV7uwDhlpFMm,Korea,4
5nCwjUUsmBuNZKn9Xu10Os,Celebrity,195546,01dPJcwyht77brL4JQiR8R,Korea,5
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,242096,7dfPqXck6BB9wpThrVYBss,Korea,6
2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,168085,5BQcoDfcZ8aBcikYX9B7Ob,Korea,7
4saklk6nie3yiGePpBwUoc,Dynamite,199053,2qehskW9lYGWfYb0xPZkrS,Korea,8
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),137875,2Hjcfw8zHN4dJDZJGOzLd6,Korea,9
1nahzW3kfMuwReTka28tH5,Hold On,170813,5dGWwsZ9iB2Xc3UKR0gif2,Korea,10
7CZRguMolNqIobnXxpV735,Coin,193080,01dPJcwyht77brL4JQiR8R,Korea,11
5BXr7hYZQOeRttkeWYTq5S,ASAP,194080,71hjsg660uio3Z8bnbB6fS,Korea,12
6kH1sKkvgN4Yikake52glq,We Ride,189933,3iBrnwcIhtRrpRXirqxx8W,Korea,13
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,198370,1zHR48K6XtWYm6bhrw4J6C,Korea,14
6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),227395,4jGaPN2gEpKciN02ZKRShT,Korea,15
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),203064,5lKlFlReHOLShQKyRv6AL9,Korea,16
61KpQadow081I2AsbeLcsb,deja vu,215507,3lwHyR4joA1xB7Nun21EP6,Korea,17
3UHPGOkUcE4hE7sqBF4Snt,Film out,214620,2jae5Jx8Yh1WjP1K4wTFUa,Korea,18
0BBUGRUURDjwcXmDS3kQkN,Atlantis,178213,4hyhyzEkMEsaSHzkuMn4Ds,Korea,19
5QO79kh1waicV47BqGRL3g,Save Your Tears,215626,4yP0hdKOZPNshxUOjY0cZj,Korea,20
3VT8hOC5vuDXBsHrR53WFh,Astronaut In The Ocean,132780,57UjGWNfxfsBCykDm73XBK,Korea,21
249gnXrbfmV8NG6jTEMSwD,Life Goes On,207481,2qehskW9lYGWfYb0xPZkrS,Korea,22
0pYacDCZuRhcrwGUA5nTBe,eight(Prod.&Feat. SUGA of BTS),167573,5vJNAlQeTf9lsulO1YlmSt,Korea,23
2dHoVW9AxJVSRebPRyV2aA,Gone,207163,5BQcoDfcZ8aBcikYX9B7Ob,Korea,24
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),174406,5dGWwsZ9iB2Xc3UKR0gif2,Korea,25
1M4OcYkxAtu3ErzSgDEfoi,Up,156944,0Fe4Uj7GkgA1uDGGk8s92C,Korea,26
2j0MsDAMJ2ahsxP3z86ChI,Flu,188293,01dPJcwyht77brL4JQiR8R,Korea,27
4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,194765,71O60S5gIJSIAhdnrDIh3N,Korea,28
46wDG6evLn2iPoQ0F8CUWk,My sea,316506,01dPJcwyht77brL4JQiR8R,Korea,29
7lPN2DXiMsVn7XUKtOW1CS,drivers license,242013,66FPnVL9G4CMKy3wvaGTcr,Korea,30
2WnAKZefdRHxtBEkRjFOHC,Anyone,190779,5dGWwsZ9iB2Xc3UKR0gif2,Korea,31
462OPOKW0VMbvW9H7HIb0U,Don't Call Me,220173,6bfcHf3khPey88qjiiw8V3,Korea,32
1IJxbEXfgiKuRx6oXMX87e,Ah puh,200293,01dPJcwyht77brL4JQiR8R,Korea,33
6Xgq7MvZiet0hVi3KaDSgJ,Holy (feat. Chance The Rapper),212093,5dGWwsZ9iB2Xc3UKR0gif2,Korea,34
6JeleVHUHrdvgiFESE33ZU,MELODY,180423,5FyZZQnOzCUzAMWmeWbQhO,Korea,35
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,200040,4yP0hdKOZPNshxUOjY0cZj,Korea,36
64P4md3mdMM8Dog2aThmzj,Troll (Feat. DEAN),189920,01dPJcwyht77brL4JQiR8R,Korea,37
4Dr2hJ3EnVh2Aaot6fRwDO,Blueming,217053,2xEH7SRzJq7LgA0fCtTlxH,Korea,38
6rcwrRWKyjaFyUL8b8GlIJ,Epilogue,229573,01dPJcwyht77brL4JQiR8R,Korea,39
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),229773,1AvXa8xFEXtR3hb4bgihIK,Korea,40
2MJz8BxxMsERULatmBikDH,At My Worst,170344,74UvOvL6L4tZbYFtY759ZG,Korea,41
2pNJ0TsgiRc4mGdYHazD5w,water color,189986,32pXXle0zoKIFG03iefH2c,Korea,42
60VaORSJ5x1D4ZPSc0g2En,Bambi,213053,5xOx4mWABbTj0qWyZC4q1p,Korea,43
2M7a2Us8CEU1HZHj70byGX,Hi spring Bye,324280,01dPJcwyht77brL4JQiR8R,Korea,44
37LhFxchiyAJVop5JgRZgY,Like Water,261013,1Ao5vWPO13f4l0ldwxOKL7,Korea,45
4yyX2Iu4xJjW9xMvBZKSBi,Met Him Last Night (feat. Ariana Grande),204631,3XsdVkuj3zMVHPRvodOgeE,Korea,46
1diS6nkxMQc3wwC4G1j0bh,We're Good,165506,0JeyP8r2hBxYIoxXv11XiX,Korea,47
6tDDoYIxWvMLTdKpjFkc1B,telepatía,160191,00wSTrFxoSzA7eeS1UxHgd,Korea,48
6Im9k8u9iIzKMrmV7BWtlF,34+35,173710,3euz4vS7ezKGnNSwgyvKcd,Korea,49
0KVClXxsZEKkyWRNXeRFrE,Hold my hand,195213,58CBwM98Y356zD5AVGZkZG,Korea,50
43PGPuHIlVOc04jrZVh9L6,RAPSTAR,165925,0SVzFcpsByITKgURaxXdsV,USA,1
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),137875,2Hjcfw8zHN4dJDZJGOzLd6,USA,2
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),198081,5dGWwsZ9iB2Xc3UKR0gif2,USA,3
61KpQadow081I2AsbeLcsb,deja vu,215507,3lwHyR4joA1xB7Nun21EP6,USA,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),208866,1OnzqJTL9bwe4kvaLxRYxt,USA,5
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),203064,5lKlFlReHOLShQKyRv6AL9,USA,6
3VT8hOC5vuDXBsHrR53WFh,Astronaut In The Ocean,132780,57UjGWNfxfsBCykDm73XBK,USA,7
1M4OcYkxAtu3ErzSgDEfoi,Up,156944,0Fe4Uj7GkgA1uDGGk8s92C,USA,8
3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,205458,3MEKpJ7wSSp6Z661ThjrUJ,USA,9
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,198370,1zHR48K6XtWYm6bhrw4J6C,USA,10
2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),277591,4hDok0OAJd57SGIT8xuWJH,USA,11
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,242096,7dfPqXck6BB9wpThrVYBss,USA,12
